name	prof
NYC GEOG DIST # 1 - MANHATTAN GRADES 3-8 ELA ASSESSMENT DATA 2017 2018 BY GENDER BY ETHNICITY OTHER GROUPS	2,04848% 2,26554% 1,14855% 1,21860% 90042% 1,04749% 7080% 8883% 2050% 1547% 63667% 71374% 59082% 59482% 18627% 20531% 54631% 65038% 1,94159% 2,08865% 10711% 17719% 2,03251% 2,21256% 167% 5322% 1,11673% 1,14279% 93234% 1,12341% — — — —
